"","tax-2000","tax-2001","tax-2002","tax-2003","tax-2004","tax-2005","tax-2006","tax-2007","tax-2008","tax-2009","tax-2010","tax-2011","muni"
"1",0.378914169023167,0.381156537126282,0.370057921214802,0.361713887082152,0.343832055629594,0.336032865718699,0.340602960271624,0.352980994682659,0.363193609464185,0.348158692587596,0.324394106122011,0.320322951258282,"København"
"2",0.398037385903007,0.396834488153777,0.38207075588942,0.374841809426241,0.356536904888699,0.34158134830533,0.344475781907425,0.356842488348341,0.366809093877776,0.349318506239352,0.323000817517735,0.313452088585705,"Frederiksberg"
"3",0.413449488450851,0.409965575868263,0.390231869758263,0.370644367080667,0.34986931769581,0.322198083114715,0.323210207331977,0.312309531744423,0.330590068651813,0.340266343418018,0.301894136381696,0.288426823969992,"Dragør"
"4",0.375921171788673,0.372952957827119,0.358112026582933,0.342252824804486,0.321680709976567,0.304833470693751,0.304196164122048,0.310770849871034,0.322864408688796,0.312438600714346,0.284914661879622,0.279487718611627,"Tårnby"
"5",0.375075217552305,0.3730289512912,0.365157173555255,0.355851985177916,0.335710003596979,0.325092148088946,0.32921127541124,0.331947188616256,0.334171388101983,0.314534306988084,0.290371415138693,0.296658667158944,"Albertslund"
"6",0.385870469910378,0.384178438428057,0.370956933183736,0.360768728689477,0.341518170683924,0.326814330081461,0.327545592439589,0.333482189707028,0.336423514201729,0.334361110439122,0.309357619696463,0.299911383602999,"Ballerup"
"7",0.368153081058053,0.367085967653924,0.356727118653517,0.347325712303843,0.328673766358701,0.320383867896569,0.319284086714106,0.328303115308263,0.3327342869013,0.321763219097776,0.296939956132983,0.290914764036298,"Brøndby"
"8",0.435766957378379,0.437853194630412,0.41620914624521,0.401652824673602,0.376969431865818,0.339076432026467,0.345416481651868,0.350748015122115,0.381502181359392,0.358890846561743,0.331130046579894,0.308246774710525,"Gentofte"
"9",0.380911151870037,0.383000778108489,0.369024836408078,0.357387215696076,0.340555174273869,0.316954718664746,0.318794317085593,0.329698636764791,0.337875545553293,0.335233464301995,0.307389115280047,0.295506033327344,"Gladsaxe"
"10",0.377272384837825,0.377108881249145,0.367284834305441,0.3564953225962,0.335996160938066,0.327105492985476,0.325906633210274,0.329226089499854,0.338243064579407,0.325022530662287,0.298647993991084,0.301030087364629,"Glostrup"
"11",0.370118304097263,0.369196812793248,0.35827577316819,0.348606665734347,0.333331608268924,0.315253211633741,0.315169423789571,0.322889551521759,0.328065222671073,0.319756795517757,0.295018365971875,0.292568273872512,"Herlev"
"12",0.379527634375495,0.378942986737096,0.36701383274698,0.354800875801196,0.336125148751554,0.324176804898428,0.322872150441218,0.32424759603402,0.332597584175663,0.329357737013039,0.304178536663779,0.297152040115492,"Hvidovre"
"13",0.384899189496952,0.383315038983674,0.372571924521828,0.356899865774496,0.336157795935037,0.326290962844852,0.324766392940595,0.332052291281543,0.33768829564561,0.330400449512705,0.300314539424414,0.296651458885942,"Høje-Taastrup"
"14",0.379086582674269,0.375997163623471,0.365853197991999,0.354711770246324,0.33557665786674,0.327279556238039,0.325632765304755,0.326005390139441,0.329467677936485,0.326577446924527,0.30119865363725,0.292411798754478,"Ishøj"
"15",0.401997549302939,0.399692299411511,0.384420608715407,0.370229224980398,0.349730346357015,0.32815818026424,0.330018160370037,0.338445384661659,0.346336903094659,0.339832863909039,0.314913104424393,0.29761490162399,"Lyngby-Taarbæk"
"16",0.376591413205311,0.376138162236668,0.364018617973505,0.350285532905806,0.330696912552134,0.320142902230792,0.319279174151812,0.323002672894519,0.334263337206417,0.326169417751876,0.301530013762273,0.292359495558804,"Rødovre"
"17",0.398296273286566,0.398794004311309,0.385649956820331,0.36896587356422,0.344191984277844,0.321353390875462,0.317649190395362,0.327941437785891,0.336053325334774,0.328420413256102,0.299073942410238,0.292896558232624,"Vallensbæk"
"18",0.417108397453469,0.416387913432543,0.405940265180524,0.39039234749659,0.368180503526975,0.353147313999888,0.345480401598923,0.352979009708295,0.363325797461927,0.35699441812668,0.323631390542948,0.310450863431232,"Allerød"
"19",0.40784653863111,0.408040297565127,0.393305747911685,0.382098260097545,0.358415242078185,0.343212686519756,0.343101743420536,0.340750842479414,0.349829244757962,0.345838518471374,0.313474402730375,0.30284052928717,"Egedal"
"20",0.407345706838093,0.408555178167588,0.394910093404107,0.379033708600067,0.359486915874765,0.344310536778565,0.337029884103968,0.347238705386056,0.356483015235897,0.349092752190262,0.319089996132263,0.316614957750032,"Fredensborg"
"21",0.391269551076348,0.392034918621239,0.380380121195997,0.367651916422834,0.345683568787463,0.333607991000018,0.331480327689419,0.338681262739329,0.34730715567072,0.341401804637794,0.309921977600598,0.307829114835036,"Frederikssund"
"22",0.408131843866992,0.408592118278092,0.391481077504035,0.386294527732442,0.367854430109404,0.345718878242832,0.342958158428784,0.335735992371324,0.354954656588188,0.351166956473286,0.320253867390533,0.30333030653324,"Furesø"
"23",0.383219800833296,0.381375897781637,0.366760139258732,0.353645926615802,0.328904002946153,0.312520544780959,0.307930076381965,0.315243500541914,0.327416078360385,0.325210678780697,0.286836083102659,0.29383351381424,"Gribskov"
"24",0.375122266952658,0.375589827506977,0.366196340212776,0.354912516823688,0.334293108605465,0.315920615601469,0.316303368762385,0.316976842843046,0.324749335363196,0.326662864132713,0.296999634761671,0.301212766810927,"Halsnæs"
"25",0.389034881985459,0.386350523180564,0.378480525032533,0.361887251282354,0.341507552180339,0.330560204219839,0.330385727506609,0.331804862221985,0.341601522726612,0.337048415338264,0.307767591549153,0.298763381916677,"Helsingør"
"26",0.400413676212181,0.398892246877262,0.38628823852261,0.375064702941606,0.354472007258136,0.34067476793804,0.338012121501348,0.341688649338999,0.350386145477716,0.347627284576831,0.316793464478499,0.311189069224525,"Hillerød"
"27",0.424168076111651,0.42153015946831,0.409236120971177,0.39625916906453,0.374320122177059,0.360391207520057,0.357921603665139,0.355302121260499,0.376807183077157,0.372348682120387,0.345837154755879,0.312655977463072,"Hørsholm"
"28",0.427599770822793,0.426779036098488,0.404464596012253,0.3915240230611,0.367470526940456,0.351520882027627,0.34496451132284,0.343142274309028,0.363237562668724,0.3570433575106,0.328223242760883,0.305982759261228,"Rudersdal"
"29",0.369575487172758,0.368910538902104,0.356906566320799,0.351755331259012,0.33319399593174,0.325003070296948,0.326319909565427,0.333268764362174,0.342974268480824,0.318498923727275,0.291666666666667,0.300184120989545,"Bornholm"
"30",0.391964786413039,0.389085947569198,0.37464121015182,0.362882804754578,0.340966018115419,0.327788834898264,0.324880813481792,0.323706613563736,0.33348784824704,0.338020661141675,0.304834749525784,0.295160034147272,"Greve"
"31",0.3852006215344,0.385443773877415,0.373099641953525,0.365487178003453,0.343431242031051,0.333317429266664,0.331706367689862,0.336485554928871,0.344232173904098,0.334437784333498,0.302730856430891,0.30759684870865,"Køge"
"32",0.398547620596157,0.394596717123772,0.384560683181833,0.374582099730548,0.348206459924092,0.336542106555365,0.338658828101859,0.33944054191031,0.352526651917721,0.351921276295763,0.317758049703615,0.32240080309288,"Lejre"
"33",0.391526333969548,0.3905906853922,0.375737017159271,0.365805576656895,0.344687755287283,0.333318715437813,0.334730266917584,0.331935180177473,0.34500810711651,0.346773920978808,0.314215839437739,0.307361938488499,"Roskilde"
"34",0.399061770938795,0.401614827122176,0.386394729227238,0.37528608561118,0.35342827609969,0.340506870950125,0.337592184758786,0.337956309044648,0.351626026506425,0.35638974445227,0.320127934136117,0.296050843975532,"Solrød"
"35",0.395831657768841,0.392935004588348,0.384610216095804,0.376278825170277,0.353594043559947,0.34711231954239,0.353092818721334,0.350489444000259,0.359144478019801,0.334955128163208,0.305370151132158,0.31300079894717,"Faxe"
"36",0.374720662778656,0.373707260284942,0.363396105737611,0.35476265232253,0.333833222086414,0.3251891867759,0.325446202540034,0.33368620173478,0.346280892164196,0.327976374090387,0.301602464418477,0.309320031504332,"Guldborgsund"
"37",0.386519848308937,0.387735067975199,0.377632420717298,0.370149864457061,0.349846441779782,0.338809378224481,0.341865924941651,0.344139908156187,0.35290549294371,0.330328351696302,0.302026465511731,0.307395052139701,"Holbæk"
"38",0.384274923111327,0.386329159023662,0.377798672235704,0.367897555995595,0.347247235541002,0.337193928816965,0.338025092066663,0.349357227583112,0.363924378512667,0.330949675249684,0.300564783078621,0.30418458781362,"Kalundborg"
"39",0.380901447352388,0.381673019604278,0.371487856102222,0.362371618498724,0.344916664145921,0.341736432018707,0.342191130317154,0.351325957316255,0.362698653843613,0.340475176385623,0.313566971366558,0.318960988122341,"Lolland"
"40",0.383018431899091,0.383831110613023,0.372536755769078,0.365392554782879,0.345682197206587,0.336842556172343,0.338604183485529,0.343155932810298,0.353978862294063,0.326297542806366,0.297614965347964,0.298158539300824,"Næstved"
"41",0.377551714541913,0.377090358441031,0.365915185739123,0.362033944208721,0.341518164921047,0.323910646443665,0.325281407254168,0.342824008791294,0.344721646704018,0.322779086292398,0.295625211602774,0.298382974208607,"Odsherred"
"42",0.3949960118302,0.393163952501448,0.381327398276551,0.372907948465132,0.352067777701665,0.342328644739416,0.344831227183375,0.340966248939575,0.352193670920841,0.330825690840426,0.301266621780845,0.30801297282876,"Ringsted"
"43",0.380108031219919,0.379453836150845,0.36728953242145,0.363278282643559,0.342632974643319,0.331206262097718,0.332941443497732,0.339956099060501,0.34746099453756,0.322109045319064,0.295773848649211,0.291796959367458,"Slagelse"
"44",0.394922922252011,0.393416505437321,0.38234141191351,0.37480353785941,0.35435843180202,0.340513425085137,0.344166533664698,0.351072497633631,0.365205872419193,0.334164783251851,0.311258362861858,0.308220460776743,"Sorø"
"45",0.390333248670488,0.387240588833618,0.381909510399096,0.370873724816576,0.348690196601514,0.338394476758797,0.333192866645633,0.334856219177388,0.345916525096367,0.330942675159236,0.299796686511453,0.305465255316662,"Stevns"
"46",0.381329736240505,0.380112238508314,0.369977086173391,0.36281395342238,0.343362950059688,0.334868384105004,0.336394960117607,0.339537438964904,0.354049005873823,0.331173788044017,0.300583737366428,0.303469028152323,"Vordingborg"
"47",0.386274415047999,0.39120480804558,0.38396659439836,0.37936581899211,0.356962006028854,0.352396414862847,0.35342866352429,0.357298987792985,0.376687946092122,0.339992148605485,0.309201601574399,0.313172516864966,"Assens"
"48",0.38320113690851,0.386467941130491,0.38077789687835,0.373989086816222,0.352683876974127,0.346298324056331,0.348512114711853,0.35145536481083,0.36453164174187,0.335550382440971,0.305569525896522,0.302631988164051,"Faaborg-Midtfyn"
"49",0.382232838725909,0.385789632348822,0.376088356300765,0.371967848796898,0.350335019151021,0.346320129055386,0.345164787010771,0.347066981061915,0.364030538061901,0.333673384319042,0.307656139296219,0.30580077801864,"Kerteminde"
"50",0.369470483223936,0.373580518522422,0.368253101975955,0.364090891775551,0.347798747954098,0.333813420229061,0.33641826753923,0.335055061013556,0.362583791961188,0.341910597498254,0.310847322728272,0.30888320429776,"Langeland"
"51",0.38912034896686,0.390015061227163,0.380187008049123,0.37565456798513,0.354230557761623,0.345999642363039,0.349635072514478,0.350051325919589,0.366731545708666,0.333660410006436,0.303709867355784,0.316549772612431,"Middelfart"
"52",0.391052631578947,0.390703874478267,0.384035843345379,0.379101379491576,0.358052430623087,0.350041190338948,0.352092827595877,0.359905598531533,0.378225254151361,0.344952607980022,0.314243461434198,0.310405312284658,"Nordfyns"
"53",0.380166458468161,0.384676599575964,0.376440918107112,0.370731037889912,0.353453560367373,0.34586289832942,0.347934804790555,0.346130675283422,0.356436648738697,0.334676574895114,0.309134691478056,0.307493314144423,"Nyborg"
"54",0.375237425025819,0.37850802797957,0.369796085276759,0.364464570170572,0.344721012540235,0.33471962761656,0.336512169643508,0.325386366048982,0.335810240192337,0.314294917481035,0.287487469197683,0.285297403166198,"Odense"
"55",0.370479366534431,0.372323808888336,0.362825243942116,0.359167927729628,0.341800535475234,0.327520939521297,0.330676614355544,0.321897740540302,0.334331537194678,0.304204556636355,0.280655055497888,0.290969534237658,"Svendborg"
"56",0.34924797641155,0.351486692716631,0.346167722150998,0.337292804483862,0.321812812699846,0.31441337339188,0.315994700201067,0.297132499265525,0.314725527851949,0.293689990829439,0.271908802559167,0.277214703542768,"Ærø"
"57",0.388975679272933,0.388465032022994,0.380432072178269,0.374682274911633,0.348835008468695,0.345546713515536,0.345384864539189,0.359993938858232,0.374673501132698,0.342140440914151,0.317740280001642,0.311148501909908,"Billund"
"58",0.380027915605864,0.37983229789131,0.371950684450684,0.367726915936423,0.344712817570035,0.337006239117081,0.338603412850763,0.345357746465883,0.356950951291038,0.328589470036838,0.302749525178834,0.304819137466897,"Esbjerg"
"59",0.348161197974015,0.35436343751108,0.339164434978257,0.333391125649845,0.309757540510188,0.306841960187438,0.311138766448359,0.309486343103153,0.332511382908421,0.300439827510189,0.281724643763947,0.273919511511364,"Fanø"
"60",0.37809596512259,0.378401408371486,0.369397374277544,0.365227544172545,0.343186688681245,0.334869067721854,0.337645493609388,0.342449782947119,0.358513154761772,0.329752310719797,0.304211683084419,0.311969843929107,"Fredericia"
"61",0.38358670062401,0.388889355002,0.380382224268939,0.374303836842888,0.354663363412805,0.350152770617747,0.354434537552305,0.360238119675665,0.377630790442419,0.346125949985809,0.316901944115081,0.321823578213245,"Haderslev"
"62",0.389425054759337,0.391891783147849,0.381722646597745,0.375415702718334,0.353294799991035,0.344984729336508,0.347505355617575,0.35485518508208,0.363809535958092,0.333565497982151,0.303135888501742,0.305319260991384,"Kolding"
"63",0.371016200807573,0.374417948553216,0.367212596766549,0.36658418024294,0.34278631396781,0.33905156139133,0.342554066357949,0.347845367278798,0.359351045176216,0.349774006042829,0.308346774467199,0.31329638651143,"Sønderborg"
"64",0.387883398734684,0.389111456090273,0.382344846566671,0.375259370566967,0.353321149815141,0.351170985827991,0.352630401362655,0.362085744193804,0.389678702134792,0.358597036051667,0.323492763347072,0.327412275189822,"Tønder"
"65",0.389105100694869,0.390124638955168,0.383040823183321,0.377340572264109,0.352355371597572,0.347671236741142,0.349331522640385,0.360581426397725,0.381326149565041,0.359062014772367,0.329275735650036,0.321393977985236,"Varde"
"66",0.392173242693952,0.393501698736055,0.384784906458091,0.378508297468863,0.355534448525511,0.350417975356366,0.352320451168071,0.365742496538221,0.386158876475507,0.356115442750697,0.32434717486422,0.325164932704043,"Vejen"
"67",0.382105549903545,0.384903841002839,0.375253295452172,0.366738360033372,0.343720883102375,0.335906372134156,0.338235525673527,0.347368963562336,0.360919072367193,0.329525449346054,0.30191624913927,0.302489936994145,"Vejle"
"68",0.37265837225457,0.378166332885847,0.369289221260485,0.364539014593618,0.344555169978196,0.342711682743837,0.344924207734156,0.3534625032633,0.366343758772653,0.340040055532584,0.311859384470335,0.312701817971849,"Aabenraa"
"69",0.396404319466663,0.398130351849653,0.387096390981016,0.382992060662412,0.357992668068849,0.347715803276951,0.349372075021334,0.352783575439709,0.365512786691909,0.335343032865044,0.303479660166456,0.302534826601929,"Favrskov"
"70",0.38466626531862,0.383873392245824,0.373217487989491,0.372563494620812,0.348023659574866,0.34274619681536,0.342397930985018,0.348880929975988,0.371139648021165,0.335983522647165,0.30967580648387,0.314913198823452,"Hedensted"
"71",0.380313968813053,0.382964379913878,0.375037453440906,0.370493356095107,0.350391242439681,0.338448302397106,0.341331579248413,0.347219408485522,0.363808461749457,0.325088024957128,0.299518016472967,0.295916814943677,"Horsens"
"72",0.381402231513443,0.38623685107449,0.375387169088078,0.372140711806039,0.350285075703738,0.341695160959929,0.342044999357584,0.347308429118774,0.362848621634693,0.33667547836369,0.308536455435465,0.303453972384132,"Norddjurs"
"73",0.384004469285465,0.383685423272601,0.37313097301807,0.365113071919355,0.341782542546793,0.326623949748398,0.330844329772929,0.337292539815591,0.358108357722509,0.320482102514146,0.288424377969232,0.284144152474065,"Odder"
"74",0.376699052909097,0.382865137297829,0.374072462407886,0.371004829655251,0.349656317943039,0.340864826840395,0.343190144025694,0.350846154029322,0.358505534710944,0.33294578517652,0.30674813904413,0.306789577210349,"Randers"
"75",0.376272255998263,0.381831677986049,0.375309032778842,0.36765946583731,0.345769543116672,0.339881334907564,0.337810556156346,0.352177268977664,0.364905395281559,0.341475749498786,0.31995118690441,0.307861231990146,"Samsø"
"76",0.388539173724635,0.390492587821984,0.380824327720533,0.379060716076234,0.357317228046905,0.345634540897699,0.346364660350579,0.356474196723257,0.371751516930513,0.339784788725517,0.298641286320817,0.299520115205647,"Silkeborg"
"77",0.392176303684173,0.396016514933943,0.383702264569511,0.376217538821456,0.351633119355892,0.340813525758725,0.340942519036109,0.340996263252529,0.35802476012239,0.329707886056292,0.305011177178645,0.294405541616041,"Skanderborg"
"78",0.385844729900662,0.390852893009478,0.375626660145325,0.370945964915863,0.347473907664001,0.337622871133835,0.338568190481843,0.346751232851587,0.356026961211385,0.330628727932713,0.304046873044393,0.297086288824526,"Syddjurs"
"79",0.381452156016138,0.384807560013035,0.373216793118503,0.364875803324778,0.34397679021535,0.326713041129196,0.330452480145646,0.330844212358573,0.344544194822808,0.32098820431337,0.29940809257356,0.291368615045551,"Aarhus"
"80",0.386134807094411,0.38833906143924,0.380894299346601,0.375351578425858,0.351287728119879,0.343508667581232,0.346572202733428,0.355322129462747,0.369354581260812,0.3302549244482,0.300574636880925,0.301098923970279,"Herning"
"81",0.384297792592381,0.388925313301988,0.382378800959741,0.376187941914392,0.353781801075611,0.347108222810379,0.347553179662022,0.352512566642938,0.366819219965522,0.334335331333834,0.303754600906125,0.298061123890897,"Holstebro"
"82",0.38354243847351,0.386692024401447,0.379094674087948,0.372861724416623,0.35493517950865,0.34216677195199,0.344444368016912,0.35728295895017,0.37081189232589,0.336798234312155,0.308500349139296,0.306862369242565,"Ikast-Brande"
"83",0.398995063762044,0.400141879376256,0.391481635194024,0.386325706316288,0.364981007415441,0.360106650909584,0.355261222818279,0.36578381942207,0.390994330664323,0.364522805062485,0.334927270585658,0.321517367875176,"Lemvig"
"84",0.390636378838799,0.394321266569891,0.387283936608798,0.379814599824981,0.355835014419628,0.347218036746672,0.350778482720208,0.358493348049913,0.383845869618159,0.346561897074882,0.315276103792483,0.31816714140282,"Ringkøbing-Skjern"
"85",0.388229884791561,0.395083167751697,0.384325032908274,0.379678928795083,0.356834729831902,0.353856880807313,0.352869028197997,0.357516568638889,0.37151147826998,0.336367018953217,0.309071465950718,0.304913810317633,"Skive"
"86",0.386465250328917,0.38911704312115,0.380836982139912,0.375059724147034,0.350975624643933,0.347013391391075,0.349081831933796,0.350437493077641,0.361816948383536,0.333935742066908,0.306415358415438,0.304190359548596,"Struer"
"87",0.391062739501275,0.394659065215285,0.384843778066588,0.380665352364971,0.358573355071151,0.351572878989168,0.351347978321412,0.358754438677957,0.37462626661544,0.339479933351701,0.308988202678368,0.307556917706724,"Viborg"
"88",0.386835497797537,0.388859453625443,0.38156273108208,0.377554902867842,0.353652468545884,0.349193552450583,0.349427616346446,0.367657060952842,0.396230809807293,0.357383756035181,0.326795478590122,0.32604436221139,"Brønderslev"
"89",0.373970720700228,0.379039716571137,0.372746537182312,0.365664448899562,0.343490006854747,0.337971226872241,0.338172158420092,0.340785185853268,0.357717376555196,0.326431357670465,0.304635197872429,0.298237789226484,"Frederikshavn"
"90",0.388116984355493,0.391007709049029,0.382358926410736,0.377091036914517,0.352238759130387,0.348204063563785,0.347243389051461,0.358244723134042,0.377377173178083,0.346252849377521,0.320933068028845,0.317905737993109,"Hjørring"
"91",0.393738355089123,0.395656766782209,0.38645791798807,0.379136850063218,0.357862153933877,0.351048899845014,0.351147630200036,0.359114061643774,0.381480409975994,0.345314137124114,0.317158935707975,0.312245670483581,"Jammerbugt"
"92",0.36926430812873,0.369960551945395,0.367562233180411,0.358681447718133,0.34157188597644,0.33482963142108,0.326922389643522,0.327908773612554,0.346726613928253,0.31478736777388,0.302392263579478,0.293711561454908,"Læsø"
"93",0.387005233393152,0.39067199653077,0.381498141243647,0.376286731301643,0.35465552783461,0.349564100073957,0.349671987935406,0.358080331930041,0.375472896840418,0.348253527642841,0.320012541372176,0.316319667369837,"Mariagerfjord"
"94",0.389268715623673,0.392725599842271,0.383988679489452,0.379062405327508,0.35883961843075,0.354672778333046,0.35832352237023,0.374069956177903,0.393251425329477,0.359679784599851,0.329716041818251,0.318404493334576,"Morsø"
"95",0.406009400352643,0.408227973230791,0.398762735647611,0.393624809792231,0.368161291519074,0.362220025761208,0.362160996615515,0.371861856741527,0.396642451475259,0.35353980235317,0.323830150108985,0.324893050998191,"Rebild"
"96",0.3945578817133,0.395350428473288,0.388540794922236,0.381261240886132,0.357637988780473,0.356987135129504,0.356095610971982,0.364211506834662,0.383336633465116,0.351395011741282,0.32094552660027,0.317778587920768,"Thisted"
"97",0.396653452704408,0.398644239728506,0.387690274636868,0.384629937944604,0.363114422262998,0.357655456973256,0.358393817580646,0.366366324802886,0.390120327876339,0.356949586844858,0.330650120444048,0.323775929217095,"Vesthimmerlands"
"98",0.382252496949705,0.384982185432238,0.375424143841606,0.369702308262097,0.348389591458631,0.340921671180427,0.34160949325757,0.343712102612176,0.357236807238493,0.329603054440129,0.306787377576065,0.304351417432102,"Aalborg"
